window,train_start,train_end,val_start,val_end,train_samples,regime_dist,blend_dist,feature_count,val_samples,regime_accuracy,blend_accuracy,cumulative_return,gross_cumulative_return,max_drawdown,max_drawdown_duration,return_metrics,regime_dist_true,regime_dist_pred,blend_dist_true,blend_dist_pred
11,2017-11-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,1086,"{'chop': 751, 'trend_up': 214, 'trend_down': 121}","{1: 610, -1: 469, 0: 7}",49,186,0.6881720430107527,0.6881720430107527,0.007386265153279448,0.010413591936399014,-0.14853213889103767,9,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': 0.007386265153279448, 'gross_cumulative_return': 0.010413591936399014, 'gross_mean_return': 0.0015023310979207357, 'gross_volatility': 0.04205238595089253, 'gross_sharpe_like': 0.03572522852032965, 'cost_impact': 0.003027326783119566, 'mean_return': 0.001302331097920735, 'volatility': 0.04205238595089252, 'sharpe_like': 0.030969255809683596, 'win_rate': 0.4666666666666667, 'avg_trade_return': 0.001302331097920735, 'profit_factor': 1.0802383356604337, 'expectancy': 0.0013023310979207343, 'avg_win': 0.03757096101215907, 'avg_loss': -0.03043272007703781, 'gross_profit': 0.2629967270851135, 'gross_loss': -0.24346176061630248, 'max_drawdown': -0.14853213889103767, 'max_drawdown_duration': 9}","{'chop': 128, 'trend_down': 58}",{'chop': 186},"{-1: 114, 1: 69, 0: 3}","{-1: 109, 1: 77}"
12,2017-12-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,1092,"{'chop': 809, 'trend_down': 161, 'trend_up': 122}","{-1: 550, 1: 537, 0: 5}",49,180,0.8222222222222222,0.5777777777777777,0.0342032481773733,0.037098321112418065,-0.11339968911794729,9,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.0342032481773733, 'gross_cumulative_return': 0.037098321112418065, 'gross_mean_return': 0.0034479541437966482, 'gross_volatility': 0.04214543311361577, 'gross_sharpe_like': 0.08181086037250214, 'cost_impact': 0.0028950729350447624, 'mean_return': 0.003247954143796647, 'volatility': 0.04214543311361577, 'sharpe_like': 0.07706538772637128, 'win_rate': 0.5714285714285714, 'avg_trade_return': 0.003247954143796647, 'profit_factor': 1.2631858535702136, 'expectancy': 0.0032479541437966473, 'avg_win': 0.027280520308017732, 'avg_loss': -0.02879546740849813, 'gross_profit': 0.21824416246414186, 'gross_loss': -0.17277280445098878, 'max_drawdown': -0.11339968911794729, 'max_drawdown_duration': 9}","{'chop': 124, 'trend_down': 56}","{'chop': 156, 'trend_down': 24}","{-1: 96, 1: 80, 0: 4}","{1: 136, -1: 44}"
13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,1086,"{'chop': 762, 'trend_down': 224, 'trend_up': 100}","{-1: 567, 1: 511, 0: 8}",49,186,0.6881720430107527,0.543010752688172,-0.02049396531868153,-0.017543985333397072,-0.19653726483043532,9,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.02049396531868153, 'gross_cumulative_return': -0.017543985333397072, 'gross_mean_return': -8.254448572794596e-05, 'gross_volatility': 0.04828176970532248, 'gross_sharpe_like': -0.0017096408485384581, 'cost_impact': 0.0029499799852844566, 'mean_return': -0.0002825444857279469, 'volatility': 0.04828176970532248, 'sharpe_like': -0.005851991081776768, 'win_rate': 0.4666666666666667, 'avg_trade_return': -0.0002825444857279469, 'profit_factor': 0.9836084847973914, 'expectancy': -0.0002825444857279466, 'avg_win': 0.036331490939004084, 'avg_loss': -0.032319825482368475, 'gross_profit': 0.2543204365730286, 'gross_loss': -0.2585586038589478, 'max_drawdown': -0.19653726483043532, 'max_drawdown_duration': 9}","{'chop': 90, 'trend_up': 70, 'trend_down': 26}","{'chop': 126, 'trend_up': 54, 'trend_down': 6}","{1: 115, -1: 69, 0: 2}","{-1: 114, 1: 72}"
14,2018-02-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018-08-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,1086,"{'chop': 721, 'trend_down': 188, 'trend_up': 177}","{-1: 540, 1: 539, 0: 7}",49,186,0.7365591397849462,0.6720430107526881,0.0702390059158593,0.07344227091242961,-0.11550788588324012,6,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': 0.0702390059158593, 'gross_cumulative_return': 0.07344227091242961, 'gross_mean_return': 0.005555768807729085, 'gross_volatility': 0.0422818716904234, 'gross_sharpe_like': 0.13139836496375903, 'cost_impact': 0.0032032649965703097, 'mean_return': 0.005355768807729081, 'volatility': 0.0422818716904234, 'sharpe_like': 0.1266682053940893, 'win_rate': 0.5333333333333333, 'avg_trade_return': 0.005355768807729081, 'profit_factor': 1.396040169686522, 'expectancy': 0.00535576880772908, 'avg_win': 0.0353982482433319, 'avg_loss': -0.02897849340438843, 'gross_profit': 0.2831859859466552, 'gross_loss': -0.202849453830719, 'max_drawdown': -0.11550788588324012, 'max_drawdown_duration': 6}","{'chop': 128, 'trend_down': 41, 'trend_up': 17}","{'chop': 105, 'trend_down': 67, 'trend_up': 14}","{-1: 101, 1: 81, 0: 4}","{1: 96, -1: 90}"
15,2018-03-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018-09-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,1104,"{'chop': 677, 'trend_down': 266, 'trend_up': 161}","{-1: 574, 1: 520, 0: 10}",49,180,0.7611111111111111,0.7222222222222222,0.1604416537834814,0.16366310614015322,-0.036337326753544064,3,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.1604416537834814, 'gross_cumulative_return': 0.16366310614015322, 'gross_mean_return': 0.011669793299266271, 'gross_volatility': 0.04197325011979153, 'gross_sharpe_like': 0.2780292988024686, 'cost_impact': 0.0032214523566718167, 'mean_return': 0.011469793299266267, 'volatility': 0.04197325011979153, 'sharpe_like': 0.27326435924145764, 'win_rate': 0.5, 'avg_trade_return': 0.011469793299266267, 'profit_factor': 2.2023787816848213, 'expectancy': 0.01146979329926627, 'avg_win': 0.04201808910369873, 'avg_loss': -0.01907850250516619, 'gross_profit': 0.2941266237258911, 'gross_loss': -0.13354951753616334, 'max_drawdown': -0.036337326753544064, 'max_drawdown_duration': 3}","{'chop': 123, 'trend_down': 43, 'trend_up': 14}","{'chop': 116, 'trend_down': 38, 'trend_up': 26}","{-1: 95, 1: 78, 0: 7}","{-1: 92, 1: 88}"
16,2018-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,1098,"{'chop': 635, 'trend_down': 263, 'trend_up': 200}","{1: 548, -1: 534, 0: 16}",49,186,0.8279569892473119,0.5752688172043011,0.019743405728618324,0.0228033497159581,-0.03929506057301679,7,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': 0.019743405728618324, 'gross_cumulative_return': 0.0228033497159581, 'gross_mean_return': 0.0016450762748718261, 'gross_volatility': 0.01754305230950847, 'gross_sharpe_like': 0.09377366297768958, 'cost_impact': 0.003059943987339775, 'mean_return': 0.001445076274871827, 'volatility': 0.01754305230950847, 'sharpe_like': 0.08237313834426546, 'win_rate': 0.3333333333333333, 'avg_trade_return': 0.001445076274871827, 'profit_factor': 1.3096617562456594, 'expectancy': 0.001445076274871825, 'avg_win': 0.01833511333465576, 'avg_loss': -0.006999942255020142, 'gross_profit': 0.09167556667327881, 'gross_loss': -0.06999942255020142, 'max_drawdown': -0.03929506057301679, 'max_drawdown_duration': 7}","{'chop': 138, 'trend_down': 35, 'trend_up': 13}","{'chop': 164, 'trend_down': 22}","{-1: 104, 1: 69, 0: 13}","{1: 124, -1: 62}"
17,2018-05-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018-11-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,1104,"{'chop': 653, 'trend_down': 298, 'trend_up': 153}","{-1: 574, 1: 502, 0: 28}",49,180,0.48333333333333334,0.48333333333333334,-0.136877736006917,-0.13442397162523056,-0.32782721225940925,7,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': -0.136877736006917, 'gross_cumulative_return': -0.13442397162523056, 'gross_mean_return': -0.007113908018384661, 'gross_volatility': 0.0798510382410061, 'gross_sharpe_like': -0.08908973727947646, 'cost_impact': 0.0024537643816864296, 'mean_return': -0.0073139080183846645, 'volatility': 0.0798510382410061, 'sharpe_like': -0.09159440101842953, 'win_rate': 0.5714285714285714, 'avg_trade_return': -0.0073139080183846645, 'profit_factor': 0.7372667711738761, 'expectancy': -0.007313908018384666, 'avg_win': 0.03591676394939422, 'avg_loss': -0.06495480397542318, 'gross_profit': 0.28733411159515376, 'gross_loss': -0.38972882385253904, 'max_drawdown': -0.32782721225940925, 'max_drawdown_duration': 7}","{'chop': 87, 'trend_down': 83, 'trend_up': 10}","{'chop': 130, 'trend_down': 50}","{-1: 111, 1: 67, 0: 2}","{1: 111, -1: 65, 0: 4}"
18,2018-06-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2018-12-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,1098,"{'chop': 618, 'trend_down': 324, 'trend_up': 156}","{-1: 568, 1: 503, 0: 27}",49,186,0.8118279569892473,0.6827956989247311,0.030568426011811978,0.0336643119585871,-0.11271976371708792,7,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': 0.030568426011811978, 'gross_cumulative_return': 0.0336643119585871, 'gross_mean_return': 0.004220946629842123, 'gross_volatility': 0.06662693512657196, 'gross_sharpe_like': 0.06335195550903762, 'cost_impact': 0.003095885946775123, 'mean_return': 0.004020946629842119, 'volatility': 0.06662693512657196, 'sharpe_like': 0.060350166523546064, 'win_rate': 0.4666666666666667, 'avg_trade_return': 0.004020946629842119, 'profit_factor': 1.1691306180825316, 'expectancy': 0.004020946629842124, 'avg_win': 0.05956104736328126, 'avg_loss': -0.04457664151191712, 'gross_profit': 0.4169273315429688, 'gross_loss': -0.35661313209533696, 'max_drawdown': -0.11271976371708792, 'max_drawdown_duration': 7}","{'chop': 131, 'trend_up': 41, 'trend_down': 14}","{'chop': 124, 'trend_down': 33, 'trend_up': 29}","{-1: 112, 1: 71, 0: 3}","{1: 108, -1: 78}"
19,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,1104,"{'chop': 643, 'trend_down': 281, 'trend_up': 180}","{-1: 592, 1: 484, 0: 28}",49,186,0.7688172043010753,0.5376344086021505,-0.07912480134526201,-0.07634112030131002,-0.15562405249995293,12,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.07912480134526201, 'gross_cumulative_return': -0.07634112030131002, 'gross_mean_return': -0.004604558149973552, 'gross_volatility': 0.037748470175429635, 'gross_sharpe_like': -0.12197999358847249, 'cost_impact': 0.002783681043951991, 'mean_return': -0.004804558149973552, 'volatility': 0.037748470175429635, 'sharpe_like': -0.12727822154501045, 'win_rate': 0.4666666666666667, 'avg_trade_return': -0.004804558149973552, 'profit_factor': 0.6760795002716578, 'expectancy': -0.004804558149973557, 'avg_win': 0.021488495363507946, 'avg_loss': -0.02781097997426987, 'gross_profit': 0.15041946754455562, 'gross_loss': -0.22248783979415895, 'max_drawdown': -0.15562405249995293, 'max_drawdown_duration': 12}","{'chop': 125, 'trend_down': 47, 'trend_up': 14}","{'chop': 160, 'trend_up': 16, 'trend_down': 10}","{-1: 91, 1: 87, 0: 8}","{1: 131, -1: 55}"
20,2018-08-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,1104,"{'chop': 730, 'trend_down': 264, 'trend_up': 110}","{-1: 617, 1: 452, 0: 35}",49,168,0.5297619047619048,0.5535714285714286,-0.10064046561241913,-0.09827878848671934,-0.15022500606203604,10,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0026000000000000003, 'samples': 13, 'trade_count': 13, 'trade_rate': 0.07738095238095238, 'turnover': 0.15476190476190477, 'cumulative_return': -0.10064046561241913, 'gross_cumulative_return': -0.09827878848671934, 'gross_mean_return': -0.007384038888491117, 'gross_volatility': 0.03364722913908892, 'gross_sharpe_like': -0.21945459039041268, 'cost_impact': 0.0023616771256997904, 'mean_return': -0.0075840388884911205, 'volatility': 0.033647229139088936, 'sharpe_like': -0.2253986162468436, 'win_rate': 0.46153846153846156, 'avg_trade_return': -0.0075840388884911205, 'profit_factor': 0.4542537700837087, 'expectancy': -0.007584038888491118, 'avg_win': 0.013677302408218383, 'avg_loss': -0.025808045714242122, 'gross_profit': 0.0820638144493103, 'gross_loss': -0.18065631999969486, 'max_drawdown': -0.15022500606203604, 'max_drawdown_duration': 10}","{'chop': 92, 'trend_up': 64, 'trend_down': 12}","{'chop': 155, 'trend_down': 13}","{1: 92, -1: 69, 0: 7}","{-1: 112, 1: 53, 0: 3}"
21,2018-09-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,1086,"{'chop': 720, 'trend_down': 231, 'trend_up': 135}","{-1: 591, 1: 455, 0: 40}",49,186,0.3602150537634409,0.6505376344086021,-0.020598521306553152,-0.017651683894149617,-0.06028695671566897,14,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.020598521306553152, 'gross_cumulative_return': -0.017651683894149617, 'gross_mean_return': -0.0010429620742797852, 'gross_volatility': 0.01752915969177077, 'gross_sharpe_like': -0.059498692043373505, 'cost_impact': 0.0029468374124035357, 'mean_return': -0.001242962074279784, 'volatility': 0.01752915969177077, 'sharpe_like': -0.07090825208599726, 'win_rate': 0.3333333333333333, 'avg_trade_return': -0.001242962074279784, 'profit_factor': 0.8261497800501734, 'expectancy': -0.0012429620742797865, 'avg_win': 0.017719957637786866, 'avg_loss': -0.010724421930313111, 'gross_profit': 0.08859978818893433, 'gross_loss': -0.1072442193031311, 'max_drawdown': -0.06028695671566897, 'max_drawdown_duration': 14}","{'chop': 146, 'trend_up': 40}","{'trend_up': 155, 'chop': 27, 'trend_down': 4}","{1: 113, -1: 67, 0: 6}","{1: 137, -1: 49}"
22,2018-10-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,1092,"{'chop': 730, 'trend_down': 198, 'trend_up': 164}","{-1: 561, 1: 493, 0: 38}",49,180,0.5388888888888889,0.6055555555555555,0.23283906539367072,0.23624843197497425,-0.11827407256188849,10,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.23283906539367072, 'gross_cumulative_return': 0.23624843197497425, 'gross_mean_return': 0.01658101166997637, 'gross_volatility': 0.054630338341614626, 'gross_sharpe_like': 0.30351288630672446, 'cost_impact': 0.00340936658130353, 'mean_return': 0.016381011669976367, 'volatility': 0.05463033834161462, 'sharpe_like': 0.29985191685144924, 'win_rate': 0.6428571428571429, 'avg_trade_return': 0.016381011669976367, 'profit_factor': 2.64331137044736, 'expectancy': 0.016381011669976374, 'avg_win': 0.040987809573279486, 'avg_loss': -0.027911224555969245, 'gross_profit': 0.36889028615951536, 'gross_loss': -0.13955612277984622, 'max_drawdown': -0.11827407256188849, 'max_drawdown_duration': 10}","{'chop': 146, 'trend_up': 34}","{'trend_up': 111, 'chop': 63, 'trend_down': 6}","{1: 128, -1: 47, 0: 5}","{-1: 113, 1: 67}"
23,2018-11-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,1086,"{'chop': 696, 'trend_up': 228, 'trend_down': 162}","{1: 549, -1: 507, 0: 30}",49,186,0.478494623655914,0.5591397849462365,-0.005443119378025663,-0.002448487146099576,-0.22415901947540096,9,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.005443119378025663, 'gross_cumulative_return': -0.002448487146099576, 'gross_mean_return': 0.001703174908955892, 'gross_volatility': 0.06277643195018599, 'gross_sharpe_like': 0.027130801417757956, 'cost_impact': 0.0029946322319260865, 'mean_return': 0.0015031749089558888, 'volatility': 0.06277643195018599, 'sharpe_like': 0.023944892410398218, 'win_rate': 0.4666666666666667, 'avg_trade_return': 0.0015031749089558888, 'profit_factor': 1.065863183841024, 'expectancy': 0.0015031749089558927, 'avg_win': 0.05212684952872141, 'avg_loss': -0.042792540383338934, 'gross_profit': 0.36488794670104985, 'gross_loss': -0.34234032306671147, 'max_drawdown': -0.22415901947540096, 'max_drawdown_duration': 9}","{'chop': 122, 'trend_up': 60, 'trend_down': 4}","{'trend_up': 148, 'chop': 35, 'trend_down': 3}","{1: 138, -1: 47, 0: 1}","{-1: 129, 1: 57}"
24,2018-12-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019-06-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,1092,"{'chop': 716, 'trend_up': 292, 'trend_down': 84}","{1: 637, -1: 428, 0: 27}",49,180,0.5444444444444444,0.6722222222222223,-0.27707388084259377,-0.2749890019741328,-0.33334406732875255,6,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': -0.27707388084259377, 'gross_cumulative_return': -0.2749890019741328, 'gross_mean_return': -0.018232251916612898, 'gross_volatility': 0.09307810242268799, 'gross_sharpe_like': -0.19588121633395855, 'cost_impact': 0.002084878868460982, 'mean_return': -0.0184322519166129, 'volatility': 0.09307810242268798, 'sharpe_like': -0.19802994943867702, 'win_rate': 0.5714285714285714, 'avg_trade_return': -0.0184322519166129, 'profit_factor': 0.549973638212863, 'expectancy': -0.018432251916612904, 'avg_win': 0.039420339870452875, 'avg_loss': -0.09556904096603393, 'gross_profit': 0.315362718963623, 'gross_loss': -0.5734142457962036, 'max_drawdown': -0.33334406732875255, 'max_drawdown_duration': 6}","{'trend_up': 91, 'chop': 85, 'trend_down': 4}","{'chop': 163, 'trend_up': 15, 'trend_down': 2}","{1: 125, -1: 54, 0: 1}","{1: 103, -1: 77}"
25,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,1086,"{'chop': 648, 'trend_up': 355, 'trend_down': 83}","{1: 698, -1: 363, 0: 25}",49,186,0.6451612903225806,0.42473118279569894,-0.12805357741389212,-0.12540541465718114,-0.22871865476686382,7,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.12805357741389212, 'gross_cumulative_return': -0.12540541465718114, 'gross_mean_return': -0.007177793979644775, 'gross_volatility': 0.06042330762641261, 'gross_sharpe_like': -0.11879180835355616, 'cost_impact': 0.002648162756710981, 'mean_return': -0.007377793979644779, 'volatility': 0.06042330762641261, 'sharpe_like': -0.12210178935023663, 'win_rate': 0.4666666666666667, 'avg_trade_return': -0.007377793979644779, 'profit_factor': 0.7433005104665777, 'expectancy': -0.007377793979644772, 'avg_win': 0.045778248119354256, 'avg_loss': -0.05388933081626893, 'gross_profit': 0.3204477368354798, 'gross_loss': -0.4311146465301514, 'max_drawdown': -0.22871865476686382, 'max_drawdown_duration': 7}","{'chop': 177, 'trend_down': 9}","{'chop': 111, 'trend_down': 54, 'trend_up': 21}","{-1: 103, 1: 82, 0: 1}","{-1: 115, 1: 71}"
26,2019-02-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019-08-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,1086,"{'chop': 700, 'trend_up': 341, 'trend_down': 45}","{1: 682, -1: 388, 0: 16}",49,186,0.8333333333333334,0.7204301075268817,-0.02802773069254827,-0.025098884177479852,-0.19655009093907716,10,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.02802773069254827, 'gross_cumulative_return': -0.025098884177479852, 'gross_mean_return': -0.0005970795949300131, 'gross_volatility': 0.04789491972549257, 'gross_sharpe_like': -0.01246644943455686, 'cost_impact': 0.0029288465150684173, 'mean_return': -0.0007970795949300161, 'volatility': 0.04789491972549257, 'sharpe_like': -0.01664225766528975, 'win_rate': 0.5333333333333333, 'avg_trade_return': -0.0007970795949300161, 'profit_factor': 0.9572496976084258, 'expectancy': -0.0007970795949300176, 'avg_win': 0.033464859831333155, 'avg_loss': -0.03995358179637364, 'gross_profit': 0.26771887865066524, 'gross_loss': -0.2796750725746155, 'max_drawdown': -0.19655009093907716, 'max_drawdown_duration': 10}","{'chop': 153, 'trend_down': 23, 'trend_up': 10}","{'chop': 174, 'trend_up': 8, 'trend_down': 4}","{1: 97, -1: 87, 0: 2}","{-1: 110, 1: 76}"
27,2019-03-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019-09-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,1104,"{'chop': 744, 'trend_up': 313, 'trend_down': 47}","{1: 684, -1: 409, 0: 11}",49,180,0.7611111111111111,0.7944444444444444,-0.09824258404360009,-0.09569164449296086,-0.22586328840724856,12,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': -0.09824258404360009, 'gross_cumulative_return': -0.09569164449296086, 'gross_mean_return': -0.0057008351598467144, 'gross_volatility': 0.054406809304729686, 'gross_sharpe_like': -0.10478164833957888, 'cost_impact': 0.0025509395506392307, 'mean_return': -0.005900835159846717, 'volatility': 0.054406809304729686, 'sharpe_like': -0.10845765879775174, 'win_rate': 0.42857142857142855, 'avg_trade_return': -0.005900835159846717, 'profit_factor': 0.7134708854429114, 'expectancy': -0.005900835159846719, 'avg_win': 0.03428449571927388, 'avg_loss': -0.03603983331918717, 'gross_profit': 0.20570697431564328, 'gross_loss': -0.28831866655349736, 'max_drawdown': -0.22586328840724856, 'max_drawdown_duration': 12}","{'chop': 134, 'trend_down': 39, 'trend_up': 7}","{'chop': 125, 'trend_down': 28, 'trend_up': 27}","{-1: 127, 1: 51, 0: 2}","{-1: 102, 1: 78}"
28,2019-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,1098,"{'chop': 750, 'trend_up': 266, 'trend_down': 82}","{1: 623, -1: 468, 0: 7}",49,186,0.6666666666666666,0.6827956989247311,-0.12971339121303427,-0.1270678565277552,-0.20914110202789304,3,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.12971339121303427, 'gross_cumulative_return': -0.1270678565277552, 'gross_mean_return': -0.006751577059427897, 'gross_volatility': 0.06643044620619591, 'gross_sharpe_like': -0.10163377555031662, 'cost_impact': 0.0026455346852790607, 'mean_return': -0.006951577059427897, 'volatility': 0.06643044620619591, 'sharpe_like': -0.10464444327004278, 'win_rate': 0.4666666666666667, 'avg_trade_return': -0.006951577059427897, 'profit_factor': 0.7131206589651592, 'expectancy': -0.0069515770594279006, 'avg_win': 0.037028856767926895, 'avg_loss': -0.04543445665836335, 'gross_profit': 0.25920199737548827, 'gross_loss': -0.3634756532669068, 'max_drawdown': -0.20914110202789304, 'max_drawdown_duration': 3}","{'chop': 131, 'trend_up': 36, 'trend_down': 19}","{'chop': 127, 'trend_up': 38, 'trend_down': 21}","{-1: 113, 1: 68, 0: 5}","{-1: 105, 1: 81}"
29,2019-05-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,1104,"{'chop': 746, 'trend_up': 253, 'trend_down': 105}","{1: 566, -1: 530, 0: 8}",49,180,0.8222222222222222,0.7777777777777778,0.22487311923074182,0.2282599668582308,-0.058779685946453775,4,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.22487311923074182, 'gross_cumulative_return': 0.2282599668582308, 'gross_mean_return': 0.015467290367398943, 'gross_volatility': 0.03881182167309094, 'gross_sharpe_like': 0.3985200823006652, 'cost_impact': 0.003386847627488976, 'mean_return': 0.015267290367398944, 'volatility': 0.038811821673090934, 'sharpe_like': 0.39336701317434125, 'win_rate': 0.6428571428571429, 'avg_trade_return': 0.015267290367398944, 'profit_factor': 3.3928145282240716, 'expectancy': 0.015267290367398946, 'avg_win': 0.03367429979112413, 'avg_loss': -0.017865326595306395, 'gross_profit': 0.30306869812011716, 'gross_loss': -0.08932663297653198, 'max_drawdown': -0.058779685946453775, 'max_drawdown_duration': 4}","{'chop': 110, 'trend_down': 69, 'trend_up': 1}","{'chop': 123, 'trend_down': 54, 'trend_up': 3}","{-1: 115, 1: 62, 0: 3}","{-1: 109, 1: 71}"
