window,train_start,train_end,val_start,val_end,train_samples,regime_dist,blend_dist,feature_count,val_samples,regime_accuracy,blend_accuracy,cumulative_return,gross_cumulative_return,max_drawdown,max_drawdown_duration,return_metrics,regime_dist_true,regime_dist_pred,blend_dist_true,blend_dist_pred
1,2021-12-31 23:55:00+00:00,2022-12-31 22:55:00+00:00,2022-12-31 23:55:00+00:00,2023-02-28 23:55:00+00:00,105108,"{'chop': 61054, 'trend_down': 24023, 'trend_up': 20031}","{1: 45439, -1: 45360, 0: 14309}",49,16992,0.7837217514124294,0.5090042372881356,-0.20957130598855434,0.040855323802211574,-0.22355475944170478,1140,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2752, 'samples': 1376, 'trade_count': 1376, 'trade_rate': 0.08097928436911488, 'turnover': 0.16195856873822975, 'cumulative_return': -0.20957130598855434, 'gross_cumulative_return': 0.040855323802211574, 'gross_mean_return': 4.043993215228236e-05, 'gross_volatility': 0.0047666837344450515, 'gross_sharpe_like': 0.008483871472330956, 'cost_impact': 0.2504266297907659, 'mean_return': -0.00015956006784771757, 'volatility': 0.0047666837344450515, 'sharpe_like': -0.033474020249068176, 'win_rate': 0.46584302325581395, 'avg_trade_return': -0.00015956006784771757, 'profit_factor': 0.8948986063599514, 'expectancy': -0.0001595600678477168, 'avg_win': 0.002916419367410836, 'avg_loss': -0.002842148935875924, 'gross_profit': 1.8694248145103458, 'gross_loss': -2.0889794678688043, 'max_drawdown': -0.22355475944170478, 'max_drawdown_duration': 1140}","{'chop': 9395, 'trend_down': 3834, 'trend_up': 3763}","{'chop': 11101, 'trend_up': 3078, 'trend_down': 2813}","{1: 7144, -1: 6299, 0: 3549}","{-1: 8216, 1: 7520, 0: 1256}"
2,2022-01-31 23:55:00+00:00,2023-01-31 22:55:00+00:00,2023-01-31 23:55:00+00:00,2023-03-31 23:55:00+00:00,105108,"{'chop': 60330, 'trend_down': 24048, 'trend_up': 20730}","{1: 45263, -1: 44308, 0: 15537}",49,16992,0.8122645951035782,0.5407250470809792,-0.3441902379764926,-0.13031392737921366,-0.36662304073374696,1388,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2822, 'samples': 1411, 'trade_count': 1411, 'trade_rate': 0.08303907721280603, 'turnover': 0.16607815442561205, 'cumulative_return': -0.3441902379764926, 'gross_cumulative_return': -0.13031392737921366, 'gross_mean_return': -7.985396050629591e-05, 'gross_volatility': 0.006174996572930004, 'gross_sharpe_like': -0.012931822643653001, 'cost_impact': 0.21387631059727896, 'mean_return': -0.00027985396050629586, 'volatility': 0.006174996572930004, 'sharpe_like': -0.0453205045866943, 'win_rate': 0.4677533664068037, 'avg_trade_return': -0.00027985396050629586, 'profit_factor': 0.8575485730670764, 'expectancy': -0.00027985396050629586, 'avg_win': 0.003601691080584671, 'avg_loss': -0.0036910653148605407, 'gross_profit': 2.377116113185883, 'gross_loss': -2.771990051460266, 'max_drawdown': -0.36662304073374696, 'max_drawdown_duration': 1388}","{'chop': 9681, 'trend_down': 3872, 'trend_up': 3439}","{'chop': 10900, 'trend_down': 3590, 'trend_up': 2502}","{1: 7102, -1: 7023, 0: 2867}","{-1: 8732, 1: 7990, 0: 270}"
4,2022-03-28 23:55:00+00:00,2023-03-28 22:55:00+00:00,2023-03-28 23:55:00+00:00,2023-05-28 23:55:00+00:00,105108,"{'chop': 60325, 'trend_down': 24194, 'trend_up': 20589}","{1: 44437, -1: 44033, 0: 16638}",49,17568,0.8122153916211293,0.5209471766848816,-0.38958928666210724,-0.18400792595037918,-0.4161242437109852,1442,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2902, 'samples': 1451, 'trade_count': 1451, 'trade_rate': 0.08259335154826958, 'turnover': 0.16518670309653916, 'cumulative_return': -0.38958928666210724, 'gross_cumulative_return': -0.18400792595037918, 'gross_mean_return': -0.00013011788434607666, 'gross_volatility': 0.004480440077414446, 'gross_sharpe_like': -0.029041317838841528, 'cost_impact': 0.20558136071172806, 'mean_return': -0.00033011788434607656, 'volatility': 0.004480440077414446, 'sharpe_like': -0.07367979007467937, 'win_rate': 0.4596829772570641, 'avg_trade_return': -0.00033011788434607656, 'profit_factor': 0.7853804828936377, 'expectancy': -0.0003301178843460764, 'avg_win': 0.002627976775848526, 'avg_loss': -0.0028467621934657188, 'gross_profit': 1.7528605094909668, 'gross_loss': -2.2318615596771236, 'max_drawdown': -0.4161242437109852, 'max_drawdown_duration': 1442}","{'chop': 9869, 'trend_down': 4048, 'trend_up': 3651}","{'chop': 10982, 'trend_down': 3698, 'trend_up': 2888}","{-1: 7113, 1: 7069, 0: 3386}","{1: 8730, -1: 8077, 0: 761}"
5,2022-04-28 23:55:00+00:00,2023-04-28 22:55:00+00:00,2023-04-28 23:55:00+00:00,2023-06-28 23:55:00+00:00,105108,"{'chop': 60032, 'trend_down': 24156, 'trend_up': 20920}","{1: 44234, -1: 43864, 0: 17010}",49,17568,0.8000341530054644,0.5148565573770492,-0.3967450466779251,-0.19308816021450814,-0.43061941906441425,1447,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2908, 'samples': 1454, 'trade_count': 1454, 'trade_rate': 0.08276411657559199, 'turnover': 0.16552823315118398, 'cumulative_return': -0.3967450466779251, 'gross_cumulative_return': -0.19308816021450814, 'gross_mean_return': -0.00013897085288203895, 'gross_volatility': 0.0041377800547272164, 'gross_sharpe_like': -0.03358584821908825, 'cost_impact': 0.20365688646341695, 'mean_return': -0.0003389708528820389, 'volatility': 0.0041377800547272164, 'sharpe_like': -0.08192094514419171, 'win_rate': 0.45667125171939477, 'avg_trade_return': -0.0003389708528820389, 'profit_factor': 0.7680342824155953, 'expectancy': -0.0003389708528820385, 'avg_win': 0.0024576242533074807, 'avg_loss': -0.002689526739603356, 'gross_profit': 1.6318625041961672, 'gross_loss': -2.124726124286651, 'max_drawdown': -0.43061941906441425, 'max_drawdown_duration': 1447}","{'chop': 9467, 'trend_down': 4305, 'trend_up': 3796}","{'chop': 10426, 'trend_down': 4140, 'trend_up': 3002}","{1: 7017, -1: 6984, 0: 3567}","{1: 8675, -1: 8269, 0: 624}"
7,2022-06-28 23:55:00+00:00,2023-06-28 22:55:00+00:00,2023-06-28 23:55:00+00:00,2023-08-28 23:55:00+00:00,105108,"{'chop': 59211, 'trend_down': 24305, 'trend_up': 21592}","{1: 43559, -1: 42611, 0: 18938}",49,17568,0.787966757741348,0.4700591985428051,-0.294871977104168,-0.06193231758108231,-0.3212210704095265,1380,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2854, 'samples': 1427, 'trade_count': 1427, 'trade_rate': 0.08122723132969034, 'turnover': 0.16245446265938068, 'cumulative_return': -0.294871977104168, 'gross_cumulative_return': -0.06193231758108231, 'gross_mean_return': -3.990198902592595e-05, 'gross_volatility': 0.0031416372358850503, 'gross_sharpe_like': -0.012701017345398542, 'cost_impact': 0.2329396595230857, 'mean_return': -0.00023990198902592596, 'volatility': 0.0031416372358850503, 'sharpe_like': -0.07636209116879202, 'win_rate': 0.4309740714786265, 'avg_trade_return': -0.00023990198902592596, 'profit_factor': 0.7708585160221456, 'expectancy': -0.00023990198902592577, 'avg_win': 0.001872637255598859, 'avg_loss': -0.001839916318390757, 'gross_profit': 1.1516719121932983, 'gross_loss': -1.4940120505332946, 'max_drawdown': -0.3212210704095265, 'max_drawdown_duration': 1380}","{'chop': 10676, 'trend_down': 4040, 'trend_up': 2852}","{'chop': 10133, 'trend_down': 4525, 'trend_up': 2910}","{-1: 6220, 1: 6059, 0: 5289}","{-1: 8668, 1: 7120, 0: 1780}"
8,2022-07-28 23:55:00+00:00,2023-07-28 22:55:00+00:00,2023-07-28 23:55:00+00:00,2023-09-28 23:55:00+00:00,105108,"{'chop': 59891, 'trend_down': 23969, 'trend_up': 21248}","{1: 42880, -1: 41765, 0: 20463}",49,17856,0.7969870071684588,0.4920474910394265,-0.30269529667598305,-0.07659472537936163,-0.3117722474571566,1311,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2808, 'samples': 1404, 'trade_count': 1404, 'trade_rate': 0.07862903225806452, 'turnover': 0.15725806451612903, 'cumulative_return': -0.30269529667598305, 'gross_cumulative_return': -0.07659472537936163, 'gross_mean_return': -5.0616867182261585e-05, 'gross_volatility': 0.0035124779112325985, 'gross_sharpe_like': -0.014410586617610676, 'cost_impact': 0.22610057129662142, 'mean_return': -0.0002506168671822616, 'volatility': 0.0035124779112325985, 'sharpe_like': -0.07135044646994382, 'win_rate': 0.4309116809116809, 'avg_trade_return': -0.0002506168671822616, 'profit_factor': 0.7633727352410649, 'expectancy': -0.0002506168671822617, 'avg_win': 0.0018762637627026267, 'avg_loss': -0.0018610834267321456, 'gross_profit': 1.1351395764350891, 'gross_loss': -1.4870056579589843, 'max_drawdown': -0.3117722474571566, 'max_drawdown_duration': 1311}","{'chop': 10958, 'trend_down': 4046, 'trend_up': 2852}","{'chop': 10390, 'trend_down': 4551, 'trend_up': 2915}","{-1: 6344, 1: 5991, 0: 5521}","{1: 7438, -1: 7334, 0: 3084}"
10,2022-09-28 23:55:00+00:00,2023-09-28 22:55:00+00:00,2023-09-28 23:55:00+00:00,2023-11-28 23:55:00+00:00,105108,"{'chop': 59808, 'trend_down': 24430, 'trend_up': 20870}","{1: 41043, -1: 40299, 0: 23766}",49,17568,0.7920651183970856,0.5122950819672131,-0.3754119946104141,-0.1688915238362214,-0.38622444354058083,1339,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.2856, 'samples': 1428, 'trade_count': 1428, 'trade_rate': 0.08128415300546447, 'turnover': 0.16256830601092895, 'cumulative_return': -0.3754119946104141, 'gross_cumulative_return': -0.1688915238362214, 'gross_mean_return': -0.00012074390045401095, 'gross_volatility': 0.0041992415500625305, 'gross_sharpe_like': -0.028753740172963605, 'cost_impact': 0.20652047077419267, 'mean_return': -0.0003207439004540109, 'volatility': 0.0041992415500625305, 'sharpe_like': -0.07638138855080502, 'win_rate': 0.46218487394957986, 'avg_trade_return': -0.0003207439004540109, 'profit_factor': 0.7820841291355233, 'expectancy': -0.00032074390045401047, 'avg_win': 0.002490618959340183, 'avg_loss': -0.0027367588580896455, 'gross_profit': 1.6438085131645206, 'gross_loss': -2.101830803012848, 'max_drawdown': -0.38622444354058083, 'max_drawdown_duration': 1339}","{'chop': 10431, 'trend_down': 3758, 'trend_up': 3379}","{'chop': 9422, 'trend_down': 4204, 'trend_up': 3942}","{1: 7410, -1: 6618, 0: 3540}","{-1: 8369, 1: 7986, 0: 1213}"
11,2022-10-28 23:55:00+00:00,2023-10-28 22:55:00+00:00,2023-10-28 23:55:00+00:00,2023-12-28 23:55:00+00:00,105108,"{'chop': 59695, 'trend_down': 24337, 'trend_up': 21076}","{1: 41185, -1: 39900, 0: 24023}",49,17568,0.774931693989071,0.4874203096539162,-0.1724616498921293,0.10485221362408126,-0.23655693659444776,1146,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.28900000000000003, 'samples': 1445, 'trade_count': 1445, 'trade_rate': 0.08225182149362477, 'turnover': 0.16450364298724954, 'cumulative_return': -0.1724616498921293, 'gross_cumulative_return': 0.10485221362408126, 'gross_mean_return': 7.750971507036149e-05, 'gross_volatility': 0.004129883923521894, 'gross_sharpe_like': 0.01876801297704816, 'cost_impact': 0.27731386351621057, 'mean_return': -0.00012249028492963845, 'volatility': 0.004129883923521894, 'sharpe_like': -0.029659498232381513, 'win_rate': 0.4602076124567474, 'avg_trade_return': -0.00012249028492963845, 'profit_factor': 0.9166830114015343, 'expectancy': -0.0001224902849296381, 'avg_win': 0.0029284206791927946, 'avg_loss': -0.0027235874530596605, 'gross_profit': 1.9473997516632084, 'gross_loss': -2.1243982133865353, 'max_drawdown': -0.23655693659444776, 'max_drawdown_duration': 1146}","{'chop': 10168, 'trend_down': 3878, 'trend_up': 3522}","{'chop': 10180, 'trend_down': 4398, 'trend_up': 2990}","{1: 7629, -1: 7027, 0: 2912}","{-1: 8682, 1: 7774, 0: 1112}"
