window,train_start,train_end,val_start,val_end,train_samples,regime_dist,blend_dist,feature_count,val_samples,regime_accuracy,blend_accuracy,cumulative_return,gross_cumulative_return,max_drawdown,max_drawdown_duration,return_metrics,regime_dist_true,regime_dist_pred,blend_dist_true,blend_dist_pred
1,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,1086,"{'chop': 641, 'trend_up': 337, 'trend_down': 108}","{1: 755, -1: 311, 0: 20}",49,186,0.7419354838709677,0.22580645161290322,0.28647496819165785,0.2879643703841579,-0.1021456386566163,2,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0012000000000000001, 'samples': 6, 'trade_count': 6, 'trade_rate': 0.03225806451612903, 'turnover': 0.06451612903225806, 'cumulative_return': 0.28647496819165785, 'gross_cumulative_return': 0.2879643703841579, 'gross_mean_return': 0.048992802699406944, 'gross_volatility': 0.12224131741848672, 'gross_sharpe_like': 0.4007875874871559, 'cost_impact': 0.0014894021925000445, 'mean_return': 0.048792802699406945, 'volatility': 0.12224131741848672, 'sharpe_like': 0.3991514794655505, 'win_rate': 0.6666666666666666, 'avg_trade_return': 0.048792802699406945, 'profit_factor': 2.6859355722529155, 'expectancy': 0.04879280269940693, 'avg_win': 0.11660082976818084, 'avg_loss': -0.08682325143814087, 'gross_profit': 0.46640331907272337, 'gross_loss': -0.17364650287628175, 'max_drawdown': -0.1021456386566163, 'max_drawdown_duration': 2}","{'chop': 125, 'trend_down': 37, 'trend_up': 24}","{'chop': 117, 'trend_down': 56, 'trend_up': 13}","{-1: 87, 1: 82, 0: 17}","{0: 85, 1: 74, -1: 27}"
2,2017-02-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,1086,"{'chop': 654, 'trend_up': 316, 'trend_down': 116}","{1: 730, -1: 338, 0: 18}",49,186,0.5752688172043011,0.14516129032258066,-0.43911420177241167,-0.43836809819585276,-0.3004158484591497,5,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0012000000000000001, 'samples': 6, 'trade_count': 6, 'trade_rate': 0.03225806451612903, 'turnover': 0.06451612903225806, 'cumulative_return': -0.43911420177241167, 'gross_cumulative_return': -0.43836809819585276, 'gross_mean_return': -0.0861351490020752, 'gross_volatility': 0.11015798283214115, 'gross_sharpe_like': -0.7819238042269531, 'cost_impact': 0.0007461035765589097, 'mean_return': -0.08633514900207519, 'volatility': 0.11015798283214115, 'sharpe_like': -0.783739378503624, 'win_rate': 0.16666666666666666, 'avg_trade_return': -0.08633514900207519, 'profit_factor': 0.12632177499332198, 'expectancy': -0.0863351490020752, 'avg_win': 0.0748972032546997, 'avg_loss': -0.11858161945343018, 'gross_profit': 0.0748972032546997, 'gross_loss': -0.5929080972671509, 'max_drawdown': -0.3004158484591497, 'max_drawdown_duration': 5}","{'chop': 117, 'trend_up': 69}","{'trend_up': 130, 'chop': 38, 'trend_down': 18}","{1: 140, -1: 28, 0: 18}","{-1: 142, 0: 44}"
3,2017-03-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,1104,"{'chop': 669, 'trend_up': 322, 'trend_down': 113}","{1: 744, -1: 341, 0: 19}",49,180,0.7888888888888889,0.2833333333333333,0.1423219960072717,0.14366951125151162,-0.11909958381652819,1,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0012000000000000001, 'samples': 6, 'trade_count': 6, 'trade_rate': 0.03333333333333333, 'turnover': 0.06666666666666667, 'cumulative_return': 0.1423219960072717, 'gross_cumulative_return': 0.14366951125151162, 'gross_mean_return': 0.027250597874323528, 'gross_volatility': 0.10621826161750184, 'gross_sharpe_like': 0.2565528512644513, 'cost_impact': 0.0013475152442399274, 'mean_return': 0.027050597874323526, 'volatility': 0.10621826161750184, 'sharpe_like': 0.25466993586973125, 'win_rate': 0.5, 'avg_trade_return': 0.027050597874323526, 'profit_factor': 1.8676891523673285, 'expectancy': 0.027050597874323522, 'avg_win': 0.11645209134419758, 'avg_loss': -0.062350895595550536, 'gross_profit': 0.34935627403259273, 'gross_loss': -0.1870526867866516, 'max_drawdown': -0.11909958381652819, 'max_drawdown_duration': 1}","{'chop': 156, 'trend_down': 12, 'trend_up': 12}","{'chop': 148, 'trend_up': 21, 'trend_down': 11}","{-1: 90, 1: 73, 0: 17}","{1: 81, -1: 68, 0: 31}"
4,2017-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,1098,"{'chop': 677, 'trend_up': 333, 'trend_down': 88}","{1: 732, -1: 347, 0: 19}",49,186,0.8064516129032258,0.3602150537634409,-0.16630578396704732,-0.16510405081467971,-0.2521006656812216,5,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0014, 'samples': 7, 'trade_count': 7, 'trade_rate': 0.03763440860215054, 'turnover': 0.07526881720430108, 'cumulative_return': -0.16630578396704732, 'gross_cumulative_return': -0.16510405081467971, 'gross_mean_return': -0.02292036158697946, 'gross_volatility': 0.07622233918761442, 'gross_sharpe_like': -0.30070399086759925, 'cost_impact': 0.0012017331523676011, 'mean_return': -0.023120361586979464, 'volatility': 0.07622233918761444, 'sharpe_like': -0.3033278935466776, 'win_rate': 0.42857142857142855, 'avg_trade_return': -0.023120361586979464, 'profit_factor': 0.4258549937356169, 'expectancy': -0.02312036158697946, 'avg_win': 0.04001396239598592, 'avg_loss': -0.0704711045742035, 'gross_profit': 0.12004188718795775, 'gross_loss': -0.281884418296814, 'max_drawdown': -0.2521006656812216, 'max_drawdown_duration': 5}","{'chop': 135, 'trend_up': 51}","{'chop': 99, 'trend_up': 87}","{1: 115, -1: 53, 0: 18}","{-1: 135, 1: 35, 0: 16}"
5,2017-05-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,1104,"{'chop': 711, 'trend_up': 305, 'trend_down': 88}","{1: 712, -1: 372, 0: 20}",49,180,0.6166666666666667,0.32222222222222224,-0.0843402683412311,-0.08340583169146787,-0.11395809743995489,2,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.001, 'samples': 5, 'trade_count': 5, 'trade_rate': 0.027777777777777776, 'turnover': 0.05555555555555555, 'cumulative_return': -0.0843402683412311, 'gross_cumulative_return': -0.08340583169146787, 'gross_mean_return': -0.014985918998718262, 'gross_volatility': 0.07577726923336754, 'gross_sharpe_like': -0.19776272159619346, 'cost_impact': 0.0009344366497632262, 'mean_return': -0.015185918998718264, 'volatility': 0.07577726923336754, 'sharpe_like': -0.20040203549630342, 'win_rate': 0.4, 'avg_trade_return': -0.015185918998718264, 'profit_factor': 0.618997074804192, 'expectancy': -0.015185918998718267, 'avg_win': 0.06167957525253295, 'avg_loss': -0.06642958183288575, 'gross_profit': 0.1233591505050659, 'gross_loss': -0.19928874549865724, 'max_drawdown': -0.11395809743995489, 'max_drawdown_duration': 2}","{'chop': 100, 'trend_up': 63, 'trend_down': 17}","{'chop': 169, 'trend_down': 11}","{1: 119, -1: 43, 0: 18}","{-1: 84, 0: 81, 1: 15}"
6,2017-06-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,1098,"{'chop': 661, 'trend_up': 339, 'trend_down': 98}","{1: 696, -1: 381, 0: 21}",49,186,0.4946236559139785,0.043010752688172046,0.04765931110382082,0.0478593111038208,0.0,0,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0002, 'samples': 1, 'trade_count': 1, 'trade_rate': 0.005376344086021506, 'turnover': 0.010752688172043012, 'cumulative_return': 0.04765931110382082, 'gross_cumulative_return': 0.0478593111038208, 'gross_mean_return': 0.0478593111038208, 'gross_volatility': nan, 'gross_sharpe_like': nan, 'cost_impact': 0.00019999999999997797, 'mean_return': 0.0476593111038208, 'volatility': nan, 'sharpe_like': nan, 'win_rate': 1.0, 'avg_trade_return': 0.0476593111038208, 'profit_factor': None, 'expectancy': 0.0476593111038208, 'avg_win': 0.0476593111038208, 'avg_loss': 0.0, 'gross_profit': 0.0476593111038208, 'gross_loss': 0.0, 'max_drawdown': 0.0, 'max_drawdown_duration': 0}","{'chop': 153, 'trend_up': 28, 'trend_down': 5}","{'trend_up': 117, 'chop': 69}","{1: 118, -1: 51, 0: 17}","{0: 171, 1: 15}"
7,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,1104,"{'chop': 669, 'trend_up': 362, 'trend_down': 73}","{1: 729, -1: 354, 0: 21}",49,186,0.8118279569892473,0.15591397849462366,-0.46330886523433656,-0.46259119016651984,-0.3834727806452255,5,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0012000000000000001, 'samples': 6, 'trade_count': 6, 'trade_rate': 0.03225806451612903, 'turnover': 0.06451612903225806, 'cumulative_return': -0.46330886523433656, 'gross_cumulative_return': -0.46259119016651984, 'gross_mean_return': -0.094664732615153, 'gross_volatility': 0.08987396121823289, 'gross_sharpe_like': -1.0533054438903289, 'cost_impact': 0.0007176750678167254, 'mean_return': -0.09486473261515299, 'volatility': 0.08987396121823289, 'sharpe_like': -1.0555307825455857, 'win_rate': 0.16666666666666666, 'avg_trade_return': -0.09486473261515299, 'profit_factor': 0.06700741862216499, 'expectancy': -0.094864732615153, 'avg_win': 0.04087904434204102, 'avg_loss': -0.1220134880065918, 'gross_profit': 0.04087904434204102, 'gross_loss': -0.610067440032959, 'max_drawdown': -0.3834727806452255, 'max_drawdown_duration': 5}","{'chop': 152, 'trend_down': 24, 'trend_up': 10}","{'chop': 185, 'trend_up': 1}","{-1: 110, 1: 59, 0: 17}","{1: 139, 0: 45, -1: 2}"
8,2017-08-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,1104,"{'chop': 724, 'trend_up': 332, 'trend_down': 48}","{1: 698, -1: 384, 0: 22}",49,168,0.7678571428571429,0.3333333333333333,0.2582047781437442,0.25915932885946447,-0.08592047948837278,2,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0008, 'samples': 4, 'trade_count': 4, 'trade_rate': 0.023809523809523808, 'turnover': 0.047619047619047616, 'cumulative_return': 0.2582047781437442, 'gross_cumulative_return': 0.25915932885946447, 'gross_mean_return': 0.06341709196567535, 'gross_volatility': 0.10527598802252056, 'gross_sharpe_like': 0.6023889507653846, 'cost_impact': 0.0009545507157202593, 'mean_return': 0.06321709196567535, 'volatility': 0.10527598802252056, 'sharpe_like': 0.6004891823209676, 'win_rate': 0.75, 'avg_trade_return': 0.06321709196567535, 'profit_factor': 3.9430511720656862, 'expectancy': 0.06321709196567535, 'avg_win': 0.11292961578369139, 'avg_loss': -0.08592047948837281, 'gross_profit': 0.3387888473510742, 'gross_loss': -0.08592047948837281, 'max_drawdown': -0.08592047948837278, 'max_drawdown_duration': 2}","{'chop': 131, 'trend_up': 33, 'trend_down': 4}","{'chop': 142, 'trend_up': 17, 'trend_down': 9}","{1: 92, -1: 59, 0: 17}","{1: 89, 0: 79}"
9,2017-09-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,1086,"{'chop': 726, 'trend_up': 278, 'trend_down': 82}","{1: 637, -1: 429, 0: 20}",49,186,0.8010752688172043,0.3655913978494624,0.06220031564678119,0.06368492675162529,-0.1999764819025449,2,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0014, 'samples': 7, 'trade_count': 7, 'trade_rate': 0.03763440860215054, 'turnover': 0.07526881720430108, 'cumulative_return': 0.06220031564678119, 'gross_cumulative_return': 0.06368492675162529, 'gross_mean_return': 0.015257912022726876, 'gross_volatility': 0.1227723953981277, 'gross_sharpe_like': 0.1242780347589403, 'cost_impact': 0.0014846111048441024, 'mean_return': 0.015057912022726874, 'volatility': 0.1227723953981277, 'sharpe_like': 0.1226490040688455, 'win_rate': 0.5714285714285714, 'avg_trade_return': 0.015057912022726874, 'profit_factor': 1.334922291030118, 'expectancy': 0.015057912022726862, 'avg_win': 0.10503033142089843, 'avg_loss': -0.10490531384150188, 'gross_profit': 0.4201213256835937, 'gross_loss': -0.31471594152450566, 'max_drawdown': -0.1999764819025449, 'max_drawdown_duration': 2}","{'chop': 145, 'trend_down': 41}","{'chop': 130, 'trend_down': 56}","{-1: 118, 1: 51, 0: 17}","{1: 98, 0: 56, -1: 32}"
10,2017-10-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,1092,"{'chop': 738, 'trend_up': 247, 'trend_down': 107}","{1: 613, -1: 459, 0: 20}",49,180,0.9444444444444444,0.07777777777777778,-0.13658331043250727,-0.1358651798987237,-0.1725358367605212,3,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0008, 'samples': 4, 'trade_count': 4, 'trade_rate': 0.022222222222222223, 'turnover': 0.044444444444444446, 'cumulative_return': -0.13658331043250727, 'gross_cumulative_return': -0.1358651798987237, 'gross_mean_return': -0.03405149281024933, 'gross_volatility': 0.06785876157181488, 'gross_sharpe_like': -0.501799502695207, 'cost_impact': 0.0007181305337835564, 'mean_return': -0.034251492810249334, 'volatility': 0.06785876157181488, 'sharpe_like': -0.5047468008092221, 'win_rate': 0.5, 'avg_trade_return': -0.034251492810249334, 'profit_factor': 0.23977305460455467, 'expectancy': -0.034251492810249334, 'avg_win': 0.02160561423301697, 'avg_loss': -0.09010859985351563, 'gross_profit': 0.04321122846603394, 'gross_loss': -0.18021719970703126, 'max_drawdown': -0.1725358367605212, 'max_drawdown_duration': 3}","{'chop': 120, 'trend_up': 60}","{'chop': 120, 'trend_up': 55, 'trend_down': 5}","{1: 123, -1: 36, 0: 21}","{-1: 103, 0: 72, 1: 5}"
