window,train_start,train_end,val_start,val_end,train_samples,regime_dist,blend_dist,feature_count,val_samples,regime_accuracy,blend_accuracy,cumulative_return,gross_cumulative_return,max_drawdown,max_drawdown_duration,return_metrics,regime_dist_true,regime_dist_pred,blend_dist_true,blend_dist_pred
1,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,1086,"{'chop': 641, 'trend_up': 337, 'trend_down': 108}","{1: 742, -1: 325, 0: 19}",49,186,0.7419354838709677,0.6344086021505376,0.4426078818153074,0.44685290457826343,-0.19612908453807287,5,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': 0.4426078818153074, 'gross_cumulative_return': 0.44685290457826343, 'gross_mean_return': 0.028926976521809897, 'gross_volatility': 0.09584005314120898, 'gross_sharpe_like': 0.30182554760470987, 'cost_impact': 0.004245022762956019, 'mean_return': 0.028726976521809902, 'volatility': 0.095840053141209, 'sharpe_like': 0.2997387374095473, 'win_rate': 0.5333333333333333, 'avg_trade_return': 0.028726976521809902, 'profit_factor': 2.402259326242681, 'expectancy': 0.028726976521809895, 'avg_win': 0.09227472137212753, 'avg_loss': -0.04389901759283883, 'gross_profit': 0.7381977709770202, 'gross_loss': -0.30729312314987184, 'max_drawdown': -0.19612908453807287, 'max_drawdown_duration': 5}","{'chop': 125, 'trend_down': 37, 'trend_up': 24}","{'chop': 117, 'trend_down': 56, 'trend_up': 13}","{1: 100, -1: 78, 0: 8}","{1: 111, -1: 72, 0: 3}"
2,2017-02-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,2017-08-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,1086,"{'chop': 654, 'trend_up': 316, 'trend_down': 116}","{1: 719, -1: 349, 0: 18}",49,186,0.5752688172043011,0.21505376344086022,-0.35990606837905015,-0.35804889675969076,-0.4151614670143725,13,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07526881720430108, 'turnover': 0.15053763440860216, 'cumulative_return': -0.35990606837905015, 'gross_cumulative_return': -0.35804889675969076, 'gross_mean_return': -0.028897144964763095, 'gross_volatility': 0.06858027025820727, 'gross_sharpe_like': -0.4213623664060271, 'cost_impact': 0.001857171619359388, 'mean_return': -0.02909714496476309, 'volatility': 0.06858027025820729, 'sharpe_like': -0.4242786570424883, 'win_rate': 0.35714285714285715, 'avg_trade_return': -0.02909714496476309, 'profit_factor': 0.31230327260224144, 'expectancy': -0.029097144964763094, 'avg_win': 0.0369988296508789, 'avg_loss': -0.06581713086234199, 'gross_profit': 0.1849941482543945, 'gross_loss': -0.5923541777610779, 'max_drawdown': -0.4151614670143725, 'max_drawdown_duration': 13}","{'chop': 117, 'trend_up': 69}","{'trend_up': 130, 'chop': 38, 'trend_down': 18}","{1: 131, -1: 48, 0: 7}","{-1: 115, 1: 50, 0: 21}"
3,2017-03-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,2017-09-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,1104,"{'chop': 669, 'trend_up': 322, 'trend_down': 113}","{1: 721, -1: 365, 0: 18}",49,180,0.7888888888888889,0.6666666666666666,0.13626828358002818,0.1394316089696912,-0.17814540014238955,11,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.13626828358002818, 'gross_cumulative_return': 0.1394316089696912, 'gross_mean_return': 0.011389574834278651, 'gross_volatility': 0.0650272009708661, 'gross_sharpe_like': 0.17515093167521512, 'cost_impact': 0.0031633253896630187, 'mean_return': 0.011189574834278649, 'volatility': 0.06502720097086609, 'sharpe_like': 0.17207529567960145, 'win_rate': 0.6428571428571429, 'avg_trade_return': 0.011189574834278649, 'profit_factor': 1.5580976726950715, 'expectancy': 0.011189574834278654, 'avg_win': 0.048594103993309865, 'avg_loss': -0.056138577651977536, 'gross_profit': 0.4373469359397888, 'gross_loss': -0.2806928882598877, 'max_drawdown': -0.17814540014238955, 'max_drawdown_duration': 11}","{'chop': 156, 'trend_down': 12, 'trend_up': 12}","{'chop': 148, 'trend_up': 21, 'trend_down': 11}","{1: 88, -1: 86, 0: 6}","{1: 114, -1: 53, 0: 13}"
4,2017-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,1098,"{'chop': 677, 'trend_up': 333, 'trend_down': 88}","{1: 725, -1: 358, 0: 15}",49,186,0.8064516129032258,0.4032258064516129,-0.28108271166659415,-0.27887004109282665,-0.32749560174744796,12,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.28108271166659415, 'gross_cumulative_return': -0.27887004109282665, 'gross_mean_return': -0.019538076718648274, 'gross_volatility': 0.06379133258970979, 'gross_sharpe_like': -0.30628105614774337, 'cost_impact': 0.0022126705737675056, 'mean_return': -0.019738076718648277, 'volatility': 0.06379133258970979, 'sharpe_like': -0.309416278314779, 'win_rate': 0.4, 'avg_trade_return': -0.019738076718648277, 'profit_factor': 0.416310767163494, 'expectancy': -0.019738076718648273, 'avg_win': 0.03519498647054036, 'avg_loss': -0.056360118844774036, 'gross_profit': 0.21116991882324218, 'gross_loss': -0.5072410696029663, 'max_drawdown': -0.32749560174744796, 'max_drawdown_duration': 12}","{'chop': 135, 'trend_up': 51}","{'chop': 99, 'trend_up': 87}","{1: 119, -1: 59, 0: 8}","{-1: 141, 1: 38, 0: 7}"
5,2017-05-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,2017-11-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,1104,"{'chop': 711, 'trend_up': 305, 'trend_down': 88}","{1: 703, -1: 386, 0: 15}",49,180,0.6166666666666667,0.38333333333333336,-0.2490843881031044,-0.2470820960605814,-0.23750160845756996,11,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0026000000000000003, 'samples': 13, 'trade_count': 13, 'trade_rate': 0.07222222222222222, 'turnover': 0.14444444444444443, 'cumulative_return': -0.2490843881031044, 'gross_cumulative_return': -0.2470820960605814, 'gross_mean_return': -0.019630216635190524, 'gross_volatility': 0.06512178913357101, 'gross_sharpe_like': -0.30143853380513047, 'cost_impact': 0.0020022920425230017, 'mean_return': -0.019830216635190526, 'volatility': 0.06512178913357101, 'sharpe_like': -0.3045097024978361, 'win_rate': 0.38461538461538464, 'avg_trade_return': -0.019830216635190526, 'profit_factor': 0.44128359813658974, 'expectancy': -0.01983021663519053, 'avg_win': 0.04072181921005249, 'avg_loss': -0.05767523903846741, 'gross_profit': 0.20360909605026245, 'gross_loss': -0.4614019123077393, 'max_drawdown': -0.23750160845756996, 'max_drawdown_duration': 11}","{'chop': 100, 'trend_up': 63, 'trend_down': 17}","{'chop': 169, 'trend_down': 11}","{1: 128, -1: 46, 0: 6}","{-1: 82, 1: 74, 0: 24}"
6,2017-06-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,2017-12-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,1098,"{'chop': 661, 'trend_up': 339, 'trend_down': 98}","{1: 689, -1: 393, 0: 16}",49,186,0.4946236559139785,0.3279569892473118,-0.4219507981010783,-0.42036855884888025,-0.48641121008193744,12,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0026000000000000003, 'samples': 13, 'trade_count': 13, 'trade_rate': 0.06989247311827956, 'turnover': 0.13978494623655913, 'cumulative_return': -0.4219507981010783, 'gross_cumulative_return': -0.42036855884888025, 'gross_mean_return': -0.03366982936859131, 'gross_volatility': 0.12272519590772984, 'gross_sharpe_like': -0.2743514004565595, 'cost_impact': 0.0015822392521980255, 'mean_return': -0.0338698293685913, 'volatility': 0.12272519590772984, 'sharpe_like': -0.27598105766362857, 'win_rate': 0.38461538461538464, 'avg_trade_return': -0.0338698293685913, 'profit_factor': 0.4885170184836745, 'expectancy': -0.03386982936859132, 'avg_win': 0.08410752754211426, 'avg_loss': -0.1076056774377823, 'gross_profit': 0.4205376377105713, 'gross_loss': -0.8608454195022583, 'max_drawdown': -0.48641121008193744, 'max_drawdown_duration': 12}","{'chop': 153, 'trend_up': 28, 'trend_down': 5}","{'trend_up': 117, 'chop': 69}","{1: 101, -1: 78, 0: 7}","{1: 83, -1: 64, 0: 39}"
7,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,1104,"{'chop': 669, 'trend_up': 362, 'trend_down': 73}","{1: 691, -1: 396, 0: 17}",49,186,0.8118279569892473,0.6612903225806451,0.35701783289240274,0.3607551655090433,-0.23003101609123244,8,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07526881720430108, 'turnover': 0.15053763440860216, 'cumulative_return': 0.35701783289240274, 'gross_cumulative_return': 0.3607551655090433, 'gross_mean_return': 0.02602212769644601, 'gross_volatility': 0.08811248341160334, 'gross_sharpe_like': 0.2953285015800521, 'cost_impact': 0.003737332616640554, 'mean_return': 0.025822127696446016, 'volatility': 0.08811248341160334, 'sharpe_like': 0.2930586756455619, 'win_rate': 0.7142857142857143, 'avg_trade_return': 0.025822127696446016, 'profit_factor': 2.2427746581690684, 'expectancy': 0.02582212769644602, 'avg_win': 0.0652399037361145, 'avg_loss': -0.07272231240272521, 'gross_profit': 0.652399037361145, 'gross_loss': -0.29088924961090085, 'max_drawdown': -0.23003101609123244, 'max_drawdown_duration': 8}","{'chop': 152, 'trend_down': 24, 'trend_up': 10}","{'chop': 185, 'trend_up': 1}","{-1: 96, 1: 85, 0: 5}","{1: 89, -1: 89, 0: 8}"
8,2017-08-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,1104,"{'chop': 724, 'trend_up': 332, 'trend_down': 48}","{1: 676, -1: 414, 0: 14}",49,168,0.7678571428571429,0.5297619047619048,0.4138657464174711,0.4174668921766964,-0.10231580991745004,3,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0026000000000000003, 'samples': 13, 'trade_count': 13, 'trade_rate': 0.07738095238095238, 'turnover': 0.15476190476190477, 'cumulative_return': 0.4138657464174711, 'gross_cumulative_return': 0.4174668921766964, 'gross_mean_return': 0.03247294976161076, 'gross_volatility': 0.1117663657741821, 'gross_sharpe_like': 0.2905431301865948, 'cost_impact': 0.0036011457592253215, 'mean_return': 0.03227294976161077, 'volatility': 0.1117663657741821, 'sharpe_like': 0.28875368307865107, 'win_rate': 0.6153846153846154, 'avg_trade_return': 0.03227294976161077, 'profit_factor': 2.3527223642621635, 'expectancy': 0.03227294976161077, 'avg_win': 0.09121243249177932, 'avg_loss': -0.062030222606658934, 'gross_profit': 0.7296994599342346, 'gross_loss': -0.3101511130332947, 'max_drawdown': -0.10231580991745004, 'max_drawdown_duration': 3}","{'chop': 131, 'trend_up': 33, 'trend_down': 4}","{'chop': 142, 'trend_up': 17, 'trend_down': 9}","{1: 101, -1: 62, 0: 5}","{1: 111, -1: 38, 0: 19}"
9,2017-09-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,1086,"{'chop': 726, 'trend_up': 278, 'trend_down': 82}","{1: 638, -1: 436, 0: 12}",49,186,0.8010752688172043,0.5591397849462365,-0.17715612450287843,-0.17464242522815265,-0.29760300086377645,10,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.003, 'samples': 15, 'trade_count': 15, 'trade_rate': 0.08064516129032258, 'turnover': 0.16129032258064516, 'cumulative_return': -0.17715612450287843, 'gross_cumulative_return': -0.17464242522815265, 'gross_mean_return': -0.008971953392028808, 'gross_volatility': 0.09021682173970849, 'gross_sharpe_like': -0.0994487859250294, 'cost_impact': 0.002513699274725778, 'mean_return': -0.009171953392028812, 'volatility': 0.09021682173970849, 'sharpe_like': -0.10166566739062835, 'win_rate': 0.4, 'avg_trade_return': -0.009171953392028812, 'profit_factor': 0.7704142811403067, 'expectancy': -0.009171953392028809, 'avg_win': 0.07694515924453736, 'avg_loss': -0.06658336181640626, 'gross_profit': 0.46167095546722414, 'gross_loss': -0.5992502563476563, 'max_drawdown': -0.29760300086377645, 'max_drawdown_duration': 10}","{'chop': 145, 'trend_down': 41}","{'chop': 130, 'trend_down': 56}","{-1: 116, 1: 65, 0: 5}","{1: 141, -1: 44, 0: 1}"
10,2017-10-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,1092,"{'chop': 738, 'trend_up': 247, 'trend_down': 107}","{1: 615, -1: 466, 0: 11}",49,180,0.9444444444444444,0.5777777777777777,0.07849005362985695,0.08150278088304463,-0.12189232132992711,7,"{'eval_mode': 'nonoverlap', 'transaction_cost_bps': 1.0, 'total_cost': 0.0028, 'samples': 14, 'trade_count': 14, 'trade_rate': 0.07777777777777778, 'turnover': 0.15555555555555556, 'cumulative_return': 0.07849005362985695, 'gross_cumulative_return': 0.08150278088304463, 'gross_mean_return': 0.007417491504124233, 'gross_volatility': 0.06311019411790271, 'gross_sharpe_like': 0.11753238296600461, 'cost_impact': 0.003012727253187686, 'mean_return': 0.007217491504124227, 'volatility': 0.06311019411790271, 'sharpe_like': 0.114363322835618, 'win_rate': 0.42857142857142855, 'avg_trade_return': 0.007217491504124227, 'profit_factor': 1.3377269055352097, 'expectancy': 0.007217491504124231, 'avg_win': 0.0667059952100118, 'avg_loss': -0.03739888627529145, 'gross_profit': 0.4002359712600708, 'gross_loss': -0.2991910902023316, 'max_drawdown': -0.12189232132992711, 'max_drawdown_duration': 7}","{'chop': 120, 'trend_up': 60}","{'chop': 120, 'trend_up': 55, 'trend_down': 5}","{1: 124, -1: 50, 0: 6}","{1: 124, -1: 49, 0: 7}"
